customer no,Difference between Earliest Engagement and First Donation,First Contribution Amount,Donor Category
3022323,105.00,100,Under-Patron
3022369,137.00,10,Under-Patron
3022371,37.80,5,Under-Patron
3022596,411.75,250,Under-Patron
3022697,37962.00,0,Under-Patron
3022738,194.00,5,Under-Patron
3022882,246.00,50,Under-Patron
3022907,588.00,100,Under-Patron
3022908,3.00,100,Under-Patron
3022910,10.50,1000,Under-Patron
3023026,988.00,50,Under-Patron
3023352,926.00,29.5,Under-Patron
3023359,10.00,150,Under-Patron
3023538,4.00,100,Under-Patron
3023585,100.00,500,Under-Patron
3023934,20.00,10,Under-Patron
3024001,71.00,500,Under-Patron
3024253,49.00,75,Under-Patron
3024344,9799.00,250,Under-Patron
3024527,246.00,50,Under-Patron
3024584,145737.05,20,Under-Patron
3024764,159.00,41,Under-Patron
3024796,7.00,5,Under-Patron
3024827,2449.00,160,Under-Patron
3025051,98.00,50,Under-Patron
3025457,465.25,50,Under-Patron
3025862,489.00,1,Under-Patron
3025867,46.00,15,Under-Patron
3025913,344.00,10,Under-Patron
3026333,1339.00,27.5,Under-Patron
3026417,38996.00,15,Under-Patron
3026717,89.00,100,Under-Patron
3026785,6.00,10,Under-Patron
3026824,1065.00,100,Under-Patron
3026884,173.40,100,Under-Patron
3027366,692.00,250,Under-Patron
3041595,1789.00,125,Under-Patron
3047970,5.00,100,Under-Patron
3048046,1.00,9.9,Under-Patron
3048075,493.00,150,Under-Patron
3048081,290.00,60,Under-Patron
3048105,-1.00,300,Under-Patron
3048357,295.00,44,Under-Patron
3048574,42863.00,25,Under-Patron
3048665,307.00,250,Under-Patron
3048854,33997.00,13,Under-Patron
3048969,594.00,100,Under-Patron
3049078,27.50,17.25,Under-Patron
3049252,346.00,125,Under-Patron
3049321,2843.00,50,Under-Patron
3049380,27248.00,18.7,Under-Patron
3049573,5.00,50,Under-Patron
3049610,1489.00,250,Under-Patron
3049710,64.00,50,Under-Patron
3049930,1494.00,24,Under-Patron
3050111,88.00,100,Under-Patron
3050436,23.00,70,Under-Patron
3050636,169.78,19.5,Under-Patron
3050757,1.00,13.75,Under-Patron
3051022,2068.00,10,Under-Patron
3051127,1442.00,10,Under-Patron
3051583,7540.00,5000,Under-Patron
3051685,-8.00,50,Under-Patron
3052371,13.00,250,Under-Patron
3052405,-2.00,500,Under-Patron
3052747,22.50,50,Under-Patron
3052856,5.00,25,Under-Patron
3052953,2554.00,40,Under-Patron
3053239,19.00,20.5,Under-Patron
3053402,1347.00,25,Under-Patron
3053571,299.00,1500,Under-Patron
3053615,509.00,500,Under-Patron
3053716,469.00,100,Under-Patron
3054099,2635.00,50,Under-Patron
3054473,10.90,100,Under-Patron
3054560,969.00,100,Under-Patron
3054687,96.20,100,Under-Patron
3054919,993.00,250,Under-Patron
3054938,37.00,500,Under-Patron
3055036,147.00,250,Under-Patron
3055140,2288.00,100,Under-Patron
3055242,10.00,11.5,Under-Patron
3055429,497.00,50,Under-Patron
3055607,6.25,30,Under-Patron
3055636,139.00,10,Under-Patron
3055809,194.00,0,Under-Patron
3055810,14.70,25,Under-Patron
3055835,144.00,10,Under-Patron
3055993,7243.00,50,Under-Patron
3056023,3658.00,50,Under-Patron
3056577,127.50,125,Under-Patron
3057002,246.00,1000,Under-Patron
3057156,573.00,100,Under-Patron
3057250,68.50,200,Under-Patron
3057456,2.75,100,Under-Patron
3057731,-1.00,50,Under-Patron
3057892,26.00,16,Under-Patron
3058116,97477.00,100,Under-Patron
3058138,177.70,100,Under-Patron
3058723,1937.00,25,Under-Patron
3058788,32491.00,500,Under-Patron
3058912,590.00,300,Under-Patron
3058959,518.00,500,Under-Patron
3058997,49534.00,14,Under-Patron
3059115,13.50,2500,Under-Patron
3059117,20.00,43.5,Under-Patron
3059254,1498.00,100,Under-Patron
3059262,4998.00,50,Under-Patron
3059286,10543.00,100,Under-Patron
3059595,115.00,50,Under-Patron
3059683,22992.00,60,Under-Patron
3059761,3249.00,2000,Under-Patron
3059818,259.00,100,Under-Patron
3059858,280.00,200,Under-Patron
3059866,1049.00,50,Under-Patron
3059920,342.00,17.5,Under-Patron
3059964,27588.00,5000,Under-Patron
3060365,8.50,3,Under-Patron
3060456,48.00,12,Under-Patron
3060660,77.00,50,Under-Patron
3060777,57.00,50,Under-Patron
3060819,693.00,25,Under-Patron
3060926,43.00,100,Under-Patron
3061231,6747.00,17.5,Under-Patron
3061315,34.00,250,Under-Patron
3061512,509.00,2.5,Under-Patron
3061638,1597.00,50,Under-Patron
3061676,297.00,5,Under-Patron
3061789,2913.00,100,Under-Patron
3061964,17521.00,100,Under-Patron
3061994,14490.00,25,Under-Patron
3062054,422.00,100,Under-Patron
3062065,503.60,250,Under-Patron
3062104,1991.00,50,Under-Patron
3062162,1114.00,30,Under-Patron
3062542,55.00,100,Under-Patron
3062579,38.00,1,Under-Patron
3062769,1596.00,1,Under-Patron
3062797,468.00,50,Under-Patron
3062838,243.00,10,Under-Patron
3062972,2516.00,100,Under-Patron
3063064,440.00,28,Under-Patron
3063087,1490.00,94.6,Under-Patron
3063103,3795.00,350,Under-Patron
3063195,1489.80,25,Under-Patron
3063340,26.00,100,Under-Patron
3063350,7494.00,50,Under-Patron
3063380,39.50,250,Under-Patron
3063411,497.00,50,Under-Patron
3063557,147.00,100,Under-Patron
3063579,693.00,53,Under-Patron
3063585,45.00,100,Under-Patron
3063619,238.35,250,Under-Patron
3063648,52752.37,8.75,Under-Patron
3063722,191.00,100,Under-Patron
3063978,598.00,100,Under-Patron
3064145,373.00,14,Under-Patron
3064284,12.50,100,Under-Patron
3064395,350656.50,2000,Under-Patron
3064402,-5.00,10,Under-Patron
3064503,6.00,1000,Under-Patron
3064570,48.00,10,Under-Patron
3064576,105.00,10,Under-Patron
3064721,32.00,5,Under-Patron
3064844,1270.00,26.5,Under-Patron
3064895,15.50,50,Under-Patron
3064987,1319.00,250,Under-Patron
3065200,0.50,35,Under-Patron
3065247,295.00,5,Under-Patron
3065498,4.00,250,Under-Patron
3065576,1112.00,40,Under-Patron
3065777,470.00,250,Under-Patron
3065890,525.00,50,Under-Patron
3065900,1848.00,100,Under-Patron
3065965,3997.00,160.4,Under-Patron
3066077,92.00,100,Under-Patron
3066078,268.00,5.55,Under-Patron
3066169,1139.00,10,Under-Patron
3066277,-4.00,100,Under-Patron
3066508,-2.00,11,Under-Patron
3066633,574.00,63.2,Under-Patron
3066875,7.00,20,Under-Patron
3066994,2717.50,10,Under-Patron
3067189,1096.00,12,Under-Patron
3067286,24.00,5,Under-Patron
3067312,189.60,75,Under-Patron
3067590,676.55,60,Under-Patron
3067613,800.00,50,Under-Patron
3067697,6651.00,100,Under-Patron
3067752,941.00,100,Under-Patron
3067793,225.50,50,Under-Patron
3067794,49.00,1000,Under-Patron
3067804,248.00,59,Under-Patron
3067809,264.00,293.6,Under-Patron
3067861,2123.00,18.6,Under-Patron
3067892,234.40,1,Under-Patron
3068105,1786.50,33,Under-Patron
3068108,17503.00,11,Under-Patron
3068117,3.75,250,Under-Patron
3068223,692.00,50,Under-Patron
3068335,1751.00,50,Under-Patron
3068340,54.50,25,Under-Patron
3068410,89.00,250,Under-Patron
3068469,10177.00,1.25,Under-Patron
3068591,18.00,17.5,Under-Patron
3068600,12141.70,12.5,Under-Patron
3068818,2.00,7,Under-Patron
3068866,11.00,15,Under-Patron
3068915,-3.00,4,Under-Patron
3068994,25.50,2500,Under-Patron
3068997,289.00,500,Under-Patron
3069006,998.00,20,Under-Patron
3069015,183.00,100,Under-Patron
3069217,10450.00,50,Under-Patron
3069226,2891.00,50,Under-Patron
3069507,186.00,4,Under-Patron
3069703,1744.00,500,Under-Patron
3069820,72.00,54,Under-Patron
3069831,903.00,50,Under-Patron
3069883,696.00,60,Under-Patron
3069964,306.40,50,Under-Patron
3070295,42643.00,100,Under-Patron
3070350,11.55,570.5,Under-Patron
3070452,10258.00,250,Under-Patron
3070624,133.50,100,Under-Patron
3070712,10.00,25,Under-Patron
3070865,60.20,500,Under-Patron
3070869,561.50,10,Under-Patron
3070975,107.00,9,Under-Patron
3071022,10.00,14,Under-Patron
3071127,3.00,41.5,Under-Patron
3071129,3193.00,100,Under-Patron
3071171,97.50,100,Under-Patron
3071409,1647.00,190,Under-Patron
3071457,648.00,17.5,Under-Patron
3071485,28049.50,10,Under-Patron
3071565,5424.00,5,Under-Patron
3071791,27945.25,10,Under-Patron
3071837,1054.00,100,Under-Patron
3071934,20444.00,25,Under-Patron
3071950,12.60,30,Under-Patron
3072020,2497.00,50,Under-Patron
3072031,31.00,5,Under-Patron
3072125,4.00,250,Under-Patron
3072241,395.00,100,Under-Patron
3072299,794.00,100,Under-Patron
3072457,99.00,125,Under-Patron
3072512,20.00,25,Under-Patron
3072553,6292.00,20,Under-Patron
3072625,-0.25,250,Under-Patron
3072755,14.50,10,Under-Patron
3072901,9.50,5,Under-Patron
3072921,6.00,96.4,Under-Patron
3073031,13.00,3,Under-Patron
3073096,149.60,20,Under-Patron
3073163,2510.00,25,Under-Patron
3073170,25563.00,5,Under-Patron
3073195,21.00,100,Under-Patron
3073387,1148.00,10,Under-Patron
3073577,145.40,50,Under-Patron
3073790,2707.00,31.5,Under-Patron
3073813,2.00,1,Under-Patron
3073904,3497.00,1,Under-Patron
3074241,49.00,5,Under-Patron
3075101,97.60,1,Under-Patron
3075181,54.00,10,Under-Patron
3075204,92.00,10,Under-Patron
3075230,1997.00,50,Under-Patron
3075240,614.50,120,Under-Patron
3075315,243.00,40,Under-Patron
3075416,1620.00,63.2,Under-Patron
3075468,20.00,200,Under-Patron
3075645,497.00,3,Under-Patron
3075659,34.00,50,Under-Patron
3075915,20.25,25,Under-Patron
3076058,13.00,100,Under-Patron
3076087,33.50,7,Under-Patron
3076157,812.00,100,Under-Patron
3076184,395.00,1,Under-Patron
3076191,184.00,100,Under-Patron
3076200,12.50,10,Under-Patron
3076220,7.00,2,Under-Patron
3076361,621.00,50,Under-Patron
3076364,198.00,28.5,Under-Patron
3076492,-1.00,100,Under-Patron
3076498,6.00,500,Under-Patron
3076524,96.00,10,Under-Patron
3076537,4690.00,50,Under-Patron
3076538,71.00,3,Under-Patron
3076653,145.00,16.1,Under-Patron
3076702,-1.00,10,Under-Patron
3076710,5093.00,250,Under-Patron
3076734,612.00,25,Under-Patron
3076739,392.00,5000,Under-Patron
3076745,161.00,250,Under-Patron
3076748,473.00,250,Under-Patron
3076877,191.00,10,Under-Patron
3076933,2347.00,15,Under-Patron
3077025,4.00,100,Under-Patron
3077146,-1.00,2300,Under-Patron
3077266,92.40,100,Under-Patron
3077306,0.00,50,Under-Patron
3077318,12.00,5,Under-Patron
3077517,86.00,250,Under-Patron
3077523,19.00,250,Under-Patron
3077528,210.50,13,Under-Patron
3077596,9.00,20,Under-Patron
3077661,44.00,30,Under-Patron
3077747,94.50,250,Under-Patron
3077806,-3.00,5,Under-Patron
3077809,8.00,50,Under-Patron
3077871,27.00,100,Under-Patron
3077976,-6.00,250,Under-Patron
3078025,49.00,50,Under-Patron
3078124,8.00,100,Under-Patron
3078141,93.00,50,Under-Patron
3078185,9313.00,250,Under-Patron
3078269,76.00,50,Under-Patron
3078546,59.20,0,Under-Patron
3078573,696.00,350,Under-Patron
3078735,196.00,100,Under-Patron
3078737,3.00,17.5,Under-Patron
3078814,49.00,25,Under-Patron
3078822,20.00,500,Under-Patron
3079007,1693.00,29.5,Under-Patron
3079124,31.00,100,Under-Patron
3079159,99.00,5,Under-Patron
3079177,-9.00,1500,Under-Patron
3079207,343.00,1553,Under-Patron
3079250,9.00,30,Under-Patron
3079255,1.99,100,Under-Patron
3079483,46.00,116.5,Under-Patron
3079496,21.50,100,Under-Patron
3079744,5395.00,50,Under-Patron
3079915,940.00,10,Under-Patron
3079920,4.00,10,Under-Patron
3079931,45.00,20,Under-Patron
3079933,23.00,130,Under-Patron
3079947,8.10,2500,Under-Patron
3079979,18.00,32,Under-Patron
3079999,1144.00,25,Under-Patron
3080019,15494.00,200,Under-Patron
3080043,73.00,3.25,Under-Patron
3080345,4999.00,13,Under-Patron
3080557,517.50,10,Under-Patron
3080576,247.00,10,Under-Patron
3080598,8.00,100,Under-Patron
3080734,11.00,60.2,Under-Patron
3080775,368.00,8,Under-Patron
3080787,4822.00,100,Under-Patron
3080789,296.00,250,Under-Patron
3080793,43.00,100,Under-Patron
3081020,49.00,212,Under-Patron
3081319,3245.00,500,Under-Patron
3081539,498.80,10,Under-Patron
3081938,9.00,100,Under-Patron
3082002,17.00,1200,Under-Patron
3082016,69.60,100,Under-Patron
3082092,507.90,50,Under-Patron
3082241,-2.00,5,Under-Patron
3082246,26550.30,116.5,Under-Patron
3082292,246.00,116.5,Under-Patron
3082295,24663.00,20,Under-Patron
3082298,199.00,500,Under-Patron
3082332,694.00,250,Under-Patron
3082442,25211.75,4,Under-Patron
3082461,3261.00,2400,Under-Patron
3082509,97.00,25,Under-Patron
3082535,3242.00,59.6,Under-Patron
3082548,349.00,200,Under-Patron
3082610,367.00,20,Under-Patron
3082767,12.50,100,Under-Patron
3082909,291.00,50,Under-Patron
3082970,12571.60,100,Under-Patron
3083031,69.50,2948,Under-Patron
3083110,494.00,25,Under-Patron
3083123,793.00,8.75,Under-Patron
3083227,2.00,4.5,Under-Patron
3083287,18252.50,500,Under-Patron
3083304,10361.56,500,Under-Patron
3083317,926.00,100,Under-Patron
3083346,98.00,51.1,Under-Patron
3083389,390.40,19,Under-Patron
3083490,8496.00,1.2,Under-Patron
3083598,44.00,25,Under-Patron
3083811,6.00,50,Under-Patron
3083869,8.00,10,Under-Patron
3083876,453.00,100,Under-Patron
3083881,992.00,50,Under-Patron
3083909,11113.00,50,Under-Patron
3083974,222.10,12,Under-Patron
3084280,338.65,1,Under-Patron
3084459,1351.40,10,Under-Patron
3084542,-1.75,250,Under-Patron
3084576,11.00,7,Under-Patron
3084622,3.00,100,Under-Patron
3084635,6.00,17.5,Under-Patron
3084824,898.00,5.4,Under-Patron
3084832,250.50,100,Under-Patron
3084834,156.20,94,Under-Patron
3084871,14.10,38,Under-Patron
3084880,108.00,5,Under-Patron
3084918,498.00,25,Under-Patron
3085055,216.00,500,Under-Patron
3085098,887.50,50,Under-Patron
3085151,1064.00,100,Under-Patron
3085176,9.00,100,Under-Patron
3085285,97.00,16,Under-Patron
3085321,3293.00,2500,Under-Patron
3085446,245.00,50,Under-Patron
3085493,896.00,100,Under-Patron
3085648,5.00,12500,Under-Patron
3085700,9862.50,100,Under-Patron
3085899,164.50,100,Under-Patron
3085904,253.00,50,Under-Patron
3085988,497.00,707.94,Under-Patron
3086055,272.00,100,Under-Patron
3086144,87.00,250,Under-Patron
3086153,24755.00,100,Under-Patron
3086233,24.00,21,Under-Patron
3086244,65.60,2,Under-Patron
3086303,3543.00,100,Under-Patron
3086549,2093.00,25,Under-Patron
3086573,4649.00,50,Under-Patron
3086690,43.00,83.6,Under-Patron
3086733,292.00,100,Under-Patron
3086736,17028.90,100,Under-Patron
3086785,23.00,10,Under-Patron
3086824,35407.79,100,Under-Patron
3086869,-1.50,50,Under-Patron
3086927,596.40,25,Under-Patron
3086950,498.00,100,Under-Patron
3087070,246.00,50,Under-Patron
3087168,44.10,50,Under-Patron
3087196,125.00,25,Under-Patron
3087208,-3.80,100,Under-Patron
3087285,419.00,2500,Under-Patron
3087308,44.00,100,Under-Patron
3087319,7.00,100,Under-Patron
3087320,397.00,50,Under-Patron
3087325,45.00,50,Under-Patron
3087433,64.50,100,Under-Patron
3087712,1584.68,25,Under-Patron
3087713,9.00,100,Under-Patron
3087858,1845.00,50,Under-Patron
3087874,198.00,100,Under-Patron
3087909,8.00,100,Under-Patron
3087948,515.00,100,Under-Patron
3087949,26.00,5,Under-Patron
3088001,494.00,10,Under-Patron
3088133,13.50,50,Under-Patron
3088218,2.40,22.65,Under-Patron
3088226,247.00,250,Under-Patron
3088271,213.00,100,Under-Patron
3088284,2536.00,10,Under-Patron
3088413,0.00,10,Under-Patron
3088431,171.00,100,Under-Patron
3088449,7499.00,25,Under-Patron
3088459,98.00,23.5,Under-Patron
3088466,98.00,50,Under-Patron
3088506,3595.00,500,Under-Patron
3088523,13.00,50,Under-Patron
3088594,220.00,11.5,Under-Patron
3088704,7495.00,40,Under-Patron
3088768,47.00,20,Under-Patron
3088864,93.00,2500,Under-Patron
3089017,14253.35,5,Under-Patron
3089173,99.00,50,Under-Patron
3089396,346.00,2500,Under-Patron
3089484,44.00,5000,Under-Patron
3089784,1553.94,100,Under-Patron
3089930,345.00,100,Under-Patron
3089959,447.00,32.7,Under-Patron
3090187,484.00,100,Under-Patron
3090196,20.00,500,Under-Patron
3090280,1492.00,10,Under-Patron
3090562,1199.00,50,Under-Patron
3090782,1.00,100,Under-Patron
3090807,213.00,10,Under-Patron
3090817,643.70,100,Under-Patron
3090858,50.00,50,Under-Patron
3091084,11497.00,100,Under-Patron
3091086,95.60,5,Under-Patron
3091482,13738.50,200,Under-Patron
3091544,6229.81,10,Under-Patron
3091615,846.00,5,Under-Patron
3091622,21.90,50,Under-Patron
3091703,112.00,10,Under-Patron
3091708,41.47,10,Under-Patron
3092003,49.00,25,Under-Patron
3092044,186.00,50,Under-Patron
3092068,4699.00,50,Under-Patron
3092102,45.00,25,Under-Patron
3092103,594.00,600,Under-Patron
3092133,1023.00,100,Under-Patron
3092206,699.50,10,Under-Patron
3092265,28473.00,100,Under-Patron
3092342,1099.00,500,Under-Patron
3092442,348.00,1,Under-Patron
3092481,47.00,50,Under-Patron
3092524,47.00,5,Under-Patron
3092534,94.00,200,Under-Patron
3092604,21.00,35,Under-Patron
3092628,12615.13,5,Under-Patron
3092775,595.00,100,Under-Patron
3092888,46.00,100,Under-Patron
3092943,176.60,0,Under-Patron
3092969,248.00,100,Under-Patron
3093008,298.00,5,Under-Patron
3093013,97.00,100,Under-Patron
3093020,4.00,3000,Under-Patron
3093504,47.00,7.5,Under-Patron
3093764,246.00,33.5,Under-Patron
3093773,20.65,50,Under-Patron
3093903,749.00,100,Under-Patron
3094194,6098.00,25,Under-Patron
3094262,1008.00,50,Under-Patron
3094264,205.00,136.4,Under-Patron
3094385,880.40,25,Under-Patron
3094394,175.00,100,Under-Patron
3094437,19.50,19.5,Under-Patron
3094583,48.00,10,Under-Patron
3094597,2995.00,22.2,Under-Patron
3094671,796.00,30,Under-Patron
3094821,149.00,50,Under-Patron
3094994,36.75,50,Under-Patron
3095004,67.70,1000,Under-Patron
3095058,23.50,50,Under-Patron
3095059,5000.00,100,Under-Patron
3095105,1.00,111.2,Under-Patron
3095138,38.00,0,Under-Patron
3095160,4996.00,10,Under-Patron
3095174,27495.00,100,Under-Patron
3095200,447.00,7,Under-Patron
3095224,10098.00,100,Under-Patron
3095243,28.70,12.5,Under-Patron
3095246,196.00,100,Under-Patron
3095268,996.00,250,Under-Patron
3095322,134.00,100,Under-Patron
3095432,146.00,1,Under-Patron
3095444,348.00,250,Under-Patron
3095519,8.00,25,Under-Patron
3095631,199.00,100,Under-Patron
3095650,119.00,10,Under-Patron
3095716,1684.50,10,Under-Patron
3095740,28.00,100,Under-Patron
3096007,198.00,100,Under-Patron
3096293,9.00,50,Under-Patron
3097601,-1.00,160.4,Under-Patron
3097610,22.00,50,Under-Patron
3097622,147.00,10,Under-Patron
3097704,13.00,50,Under-Patron
3097898,8.00,500,Under-Patron
3097920,40.00,10,Under-Patron
3097928,248.00,150,Under-Patron
3098294,297.00,250,Under-Patron
3098372,1131.00,50,Under-Patron
3098434,299.00,1,Under-Patron
3098647,24.00,50,Under-Patron
3098759,6297.00,75.5,Under-Patron
3098839,1999.00,100,Under-Patron
3098993,224.00,50,Under-Patron
3098997,59.00,50,Under-Patron
3099073,147.00,16.25,Under-Patron
3099162,499.00,230,Under-Patron
3099507,0.00,75,Under-Patron
3099752,48.00,25,Under-Patron
3100023,0.00,40,Under-Patron
3100158,398.00,100,Under-Patron
3100474,31.00,250,Under-Patron
3100493,32.50,100,Under-Patron
3101373,97.00,15,Under-Patron
3101819,297.00,50,Under-Patron
3102022,99.00,100,Under-Patron
3102033,94.00,50,Under-Patron
3102062,98.00,50,Under-Patron
3102176,4.00,200,Under-Patron
3102280,208.00,50,Under-Patron
3102322,6949.50,5,Under-Patron
3102381,6.50,150,Under-Patron
3102439,28.50,13.75,Under-Patron
3102467,298.00,50,Under-Patron
3102510,295.00,100,Under-Patron
3102604,23.00,12.5,Under-Patron
3102780,45.00,5,Under-Patron
3102789,130.40,100,Under-Patron
3102938,21.00,100,Under-Patron
3102994,96.00,50,Under-Patron
3103089,17.50,5,Under-Patron
3103150,20.75,50,Under-Patron
3103297,40.75,5,Under-Patron
3103387,1643.00,500,Under-Patron
3103414,449.00,100,Under-Patron
3103479,149.00,50,Under-Patron
3103548,12829.50,1,Under-Patron
3103663,3999.00,50,Under-Patron
3103677,145.00,100,Under-Patron
3103682,97.00,100,Under-Patron
3103728,122.40,1,Under-Patron
3103737,13767.00,25,Under-Patron
3103760,22.00,50,Under-Patron
3103800,1248.00,19.1,Under-Patron
3103811,2.00,25,Under-Patron
3103839,95.00,25,Under-Patron
3103945,10.50,50,Under-Patron
3103953,98.00,100,Under-Patron
3104125,532.50,500,Under-Patron
3104220,292.00,50,Under-Patron
3104396,0.00,250,Under-Patron
3104455,498.00,10,Under-Patron
3104482,24.00,100,Under-Patron
3104568,396.00,15,Under-Patron
3104637,22.40,1000,Under-Patron
3104653,8.00,50,Under-Patron
3104684,99.00,25,Under-Patron
3104704,99.00,50,Under-Patron
3104723,48.00,25,Under-Patron
3104737,156.40,50,Under-Patron
3104910,49.00,250,Under-Patron
3105230,9.00,100,Under-Patron
3105440,48.00,5,Under-Patron
3105451,997.00,50,Under-Patron
3105460,7.00,50,Under-Patron
3105566,149.00,50,Under-Patron
3105578,19.00,50,Under-Patron
3105589,534.00,5000,Under-Patron
3105656,48.00,50,Under-Patron
3105661,0.00,5,Under-Patron
3105663,98.00,15,Under-Patron
3105704,73.50,5,Under-Patron
3105716,998.00,25,Under-Patron
3105751,46.00,500,Under-Patron
3105764,48.00,100,Under-Patron
3105809,13.25,50,Under-Patron
3105833,3999.00,100,Under-Patron
3105866,228.00,100,Under-Patron
3105877,71.00,100,Under-Patron
3105988,2879.00,50,Under-Patron
3106123,68.80,250,Under-Patron
3106185,109.00,5,Under-Patron
3106186,599.00,5,Under-Patron
3106210,105.20,50,Under-Patron
3106221,14.00,50,Under-Patron
3106223,148.00,100,Under-Patron
3106398,48.00,196,Under-Patron
3106704,223.00,250,Under-Patron
3106822,72.00,1,Under-Patron
3106835,46.00,1,Under-Patron
3106884,45.00,440,Under-Patron
3106940,196.00,50,Under-Patron
3106953,47.00,15,Under-Patron
3106956,26.50,8,Under-Patron
3107040,148.00,2500,Under-Patron
3107090,12.75,10,Under-Patron
3107138,194.00,100,Under-Patron
3107175,148.00,500,Under-Patron
3107202,11.50,250,Under-Patron
3107230,1.00,5,Under-Patron
3107251,297.00,10,Under-Patron
3107267,299.00,100,Under-Patron
3107315,199.00,25,Under-Patron
3107317,2.00,5,Under-Patron
3107365,697.00,10,Under-Patron
3107376,504.00,50,Under-Patron
3107389,699.00,50,Under-Patron
3107423,299.00,40,Under-Patron
3107593,247.00,10,Under-Patron
3107718,0.00,50,Under-Patron
3107726,48.00,10,Under-Patron
3107746,451.00,100,Under-Patron
3107935,197.00,10,Under-Patron
3107944,0.00,35,Under-Patron
3108084,548.00,13,Under-Patron
3108129,48.00,2500,Under-Patron
3108135,18.10,60,Under-Patron
3108187,73.00,50,Under-Patron
3108259,114.00,50,Under-Patron
3108276,149.00,10,Under-Patron
3108686,99.00,250,Under-Patron
3108736,2898.00,500,Under-Patron
3108748,3297.00,5,Under-Patron
3108786,244.00,2500,Under-Patron
3108826,9.00,1000,Under-Patron
3108935,599.00,50,Under-Patron
3109216,28.00,25,Under-Patron
3109234,1054.70,51.5,Under-Patron
3110181,246.00,250,Under-Patron
3110301,24.00,0,Under-Patron
3110327,49.00,50,Under-Patron
3110383,27.00,0,Under-Patron
3110390,46.00,50,Under-Patron
3110404,348.00,25,Under-Patron
3110523,99.00,13,Under-Patron
3110532,4.00,25,Under-Patron
3110573,149.00,100,Under-Patron
3110621,147.00,68.2,Under-Patron
3110691,48.00,10,Under-Patron
3110888,49.00,50,Under-Patron
3110899,57998.00,500,Under-Patron
3110909,47.00,50,Under-Patron
3111047,28.00,12.2,Under-Patron
3111085,1498.00,20,Under-Patron
3111129,14.00,50,Under-Patron
3111210,42.00,16,Under-Patron
3111231,16.00,100,Under-Patron
3111400,14696.00,527,Under-Patron
3111411,228.80,50,Under-Patron
3111453,49.00,50,Under-Patron
3111513,197.00,529,Under-Patron
3111534,96.00,50,Under-Patron
3111630,396.00,80,Under-Patron
3111734,45.00,7.5,Under-Patron
3111743,500.00,260.9,Under-Patron
3111752,2.00,50,Under-Patron
3111766,9.00,50,Under-Patron
3111849,46.00,50,Under-Patron
3111882,149.00,50,Under-Patron
3111947,194.00,10,Under-Patron
3111968,309.00,50,Under-Patron
3112024,246.00,1800,Under-Patron
3112073,300.00,10,Under-Patron
3112078,96.00,50,Under-Patron
3112102,-4.00,50,Under-Patron
3112236,10510.00,50,Under-Patron
3112260,426.00,100,Under-Patron
3112315,418.00,100,Under-Patron
3112416,29.00,50,Under-Patron
3112475,3.00,100,Under-Patron
3112541,5707.33,50,Under-Patron
3112595,9.00,50,Under-Patron
3112752,163.00,50,Under-Patron
3112765,746.00,10,Under-Patron
3112847,247.00,100,Under-Patron
3112872,0.00,100,Under-Patron
3112893,58.00,72,Under-Patron
3112931,182.00,50,Under-Patron
3112952,24.00,50,Under-Patron
3113027,26.25,40,Under-Patron
3113031,54.00,2000,Under-Patron
3113098,124.00,18.5,Under-Patron
3113101,35.00,50,Under-Patron
3113114,38.00,250,Under-Patron
3113177,-3.00,500,Under-Patron
3113251,149.00,30.75,Under-Patron
3113272,57.00,50,Under-Patron
3113283,139.00,78.6,Under-Patron
3113324,44.00,100,Under-Patron
3113348,22.00,100,Under-Patron
3113446,172.00,50,Under-Patron
3113496,5.00,100,Under-Patron
3113603,19996.00,100,Under-Patron
3113606,59.00,33.7,Under-Patron
3113708,98.00,50,Under-Patron
3113747,99.00,100,Under-Patron
3113768,73.00,50,Under-Patron
3113770,247.00,100,Under-Patron
3113895,8249.00,100,Under-Patron
3113923,303.00,75.2,Under-Patron
3114058,30991.31,36,Under-Patron
3114088,5999.00,100,Under-Patron
3114101,64.00,10,Under-Patron
3114122,46.00,12.5,Under-Patron
3114130,46.00,2500,Under-Patron
3114696,248.50,57.2,Under-Patron
3114714,499.00,101.2,Under-Patron
3114738,7520.50,3,Under-Patron
3114766,98.00,25,Under-Patron
3114785,949.00,26,Under-Patron
3114827,24.00,30,Under-Patron
3200733,199.00,3,Under-Patron
3200752,49.00,250,Under-Patron
3200832,274.00,9,Under-Patron
3200852,123.00,50,Under-Patron
3200922,49.00,25,Under-Patron
3201156,248.00,35,Under-Patron
3201185,199.00,50,Under-Patron
3201228,49.00,10,Under-Patron
3201245,-1.00,50,Under-Patron
3201264,196.00,50,Under-Patron
3201283,49.00,20,Under-Patron
3201335,97.00,1,Under-Patron
3201351,60.00,1,Under-Patron
3201357,297.00,38,Under-Patron
3201373,44.00,35,Under-Patron
3201377,247.00,31.5,Under-Patron
3201479,49.00,34.5,Under-Patron
3201536,69.68,50,Under-Patron
3201574,98.00,32.5,Under-Patron
3201600,249.00,210,Under-Patron
3201674,49.00,10,Under-Patron
3201710,22.00,20,Under-Patron
3201741,98.00,9,Under-Patron
3201757,14.00,14.75,Under-Patron
3201898,97.00,100,Under-Patron
3201903,45.00,18,Under-Patron
3201924,749.00,250,Under-Patron
3201953,623.00,3.5,Under-Patron
3202078,139.20,50,Under-Patron
